id,en,cn
UPb_redundancy,"If <tt>rhoXY</tt>, <tt>rhoXZ</tt> or <tt>rhoYZ</tt> are omitted, then their value will be inferred from the redundancy between the three sets of standard errors (<tt>s[X]</tt>, <tt>s[Y]</tt> and <tt>s[Z]</tt>). This inference assumes that these errors are based on the same number of data points. If some data has been rejected from one ratio but not another, because of isobaric interferences, instrument issues, outlier rejection, or any other reason, then this method will not work.","如果<tt>rhoXY</tt>, <tt>rhoXZ</tt> 和<tt>rhoYZ</tt> 被遗漏，那么它们的值将参考这三组标准误差(<tt>s[X]</tt>, <tt>s[Y]</tt> and <tt>s[Z]</tt>)之间的冗余。该推断假定这些误差是基于相同数量的数据点。假如因为同质异位素干扰、仪器问题、异常值剔除或者其它原因导致某些数据不服从其中一个比值但是俯冲另外一个，那么这个方法将不起作用。"
UPb_rhoXY_8676,Error correlation between the <sup>238</sup>U/<sup>206</sup>Pb- and <sup>207</sup>Pb/<sup>206</sup>Pb-ratios.,<sup>238</sup>U/<sup>206</sup>Pb和<sup>207</sup>Pb/<sup>206</sup>Pb误差相关性。
home,Home,主页
options,Options,选项
help,Help,帮助
defaults,Defaults,重置设置
clear,Clear,清空数据
open,Open,打开
save,Save,保存文件
plot,PLOT,生成投图
run,RUN,运行
IsoplotR_version,This is IsoplotR/IsoplotRgui GitHub version,这是 IsoplotR/IsoplotRgui GitHub 版本
GitHub_version,the latest stable version is,最新的稳定版本是
reference,Citable reference:,"如果使用本软件,请引用软件开发者 Pieter Vermeesch 所发表的这篇相关文章:"
ages_err_75,The estimated uncertainty (standard error) of the <sup>207</sup>Pb/<sup>235</sup>U-ages.,<sup>207</sup>Pb/<sup>235</sup>U年龄估算误差（标准误差）。
ages_68,The <sup>206</sup>Pb/<sup>238</sup>U-ages.,<sup>206</sup>Pb/<sup>238</sup>U年龄。
ages_err_68,The estimated uncertainty (standard error) of the <sup>206</sup>Pb/<sup>238</sup>U-ages.,<sup>206</sup>Pb/<sup>238</sup>U年龄估算误差（标准误差）。
ages_76,The <sup>207</sup>Pb/<sup>206</sup>Pb-ages.,<sup>207</sup>Pb/<sup>206</sup>Pb年龄。
ages_err_76,The estimated uncertainty (standard error) of the <sup>207</sup>Pb/<sup>206</sup>Pb-ages.,<sup>207</sup>Pb/<sup>206</sup>Pb年龄估算误差（标准误差）。
ages_82,The <sup>208</sup>Pb/<sup>232</sup>Th-ages.,<sup>208</sup>Pb/<sup>232</sup>Th年龄。
ages_err_82,The estimated uncertainty (standard error) of the <sup>208</sup>Pb/<sup>232</sup>Th-ages.,<sup>208</sup>Pb/<sup>232</sup>Th年龄估算误差（标准误差）。
ages_tconc,The single-grain concordia age. This is the maximum likelihood intersection between the (Wetherill) concordia line and the (<sup>207</sup>Pb/<sup>235</sup>U-<sup>206</sup>Pb/<sup>238</sup>U) error ellipse.,单颗粒协和年龄。这是协和线与(<sup>207</sup>Pb/<sup>235</sup>U-<sup>206</sup>Pb/<sup>238</sup>U) 误差椭圆的极大似然交叉点。
ages_err_tconc,The estimated uncertainty (standard error) of the single-grain concordia age.,单颗粒协和年龄估算误差（标准误差）。
ages_pconc,"The p-value for concordance. Note: it would be unwise to use the p-value value as a concordance filter. Doing so would 'punish' high precision measurements, which are more likely to fail the Chi-square test than low precision measurements. The latter would therefore be 'rewarded' by such a criterion.",p值表示协和性。注意：采用p值筛选协和性是不明智的做法。采用p值作为误差传递算法的会导致高精度的数据通常难以通过chi sauqre检验，因此最终年龄的误差被放大，受到”惩罚”。p值作为协和性检验的标准的问题
ages_err,"The estimated uncertainty (standard error) of the  <span hidden class=""show4PbPb""> Pb-Pb </span> <span hidden class=""show4ArAr""> Ar-Ar </span> <span hidden class=""show4RbSr""> Rb-Sr </span> <span hidden class=""show4SmNd""> Sm-Nd </span> <span hidden class=""show4ReOs""> Re-Os </span> <span hidden class=""show4LuHf""> Lu-Hf </span> <span hidden class=""show4UThHe""> U-Th-He </span> <span hidden class=""show4fissiontracks""> fission track </span> <span hidden class=""show4ThU1 show4ThU2""> <sup>230</sup>Th-<sup>234</sup>U-<sup>238</sup>U</span> <span hidden class=""show4ThU3 show4ThU4""> <sup>230</sup>Th-<sup>238</sup>U</span>  ages."," <span hidden class=""show4PbPb""> Pb-Pb </span> <span hidden class=""show4ArAr""> Ar-Ar </span> <span hidden class=""show4RbSr""> Rb-Sr </span> <span hidden class=""show4SmNd""> Sm-Nd </span> <span hidden class=""show4ReOs""> Re-Os </span> <span hidden class=""show4LuHf""> Lu-Hf </span> <span hidden class=""show4UThHe""> U-Th-He </span> <span hidden class=""show4fissiontracks"">裂变径迹</span> <span hidden class=""show4ThU1 show4ThU2""> <sup>230</sup>Th-<sup>234</sup>U-<sup>238</sup>U</span> <span hidden class=""show4ThU3 show4ThU4""> <sup>230</sup>Th-<sup>238</sup>U</span> 年龄的估算误差（标准误差）。"
ages_err_48_0,Estimated uncertainty (standard error) of the initial <sup>234</sup>U/<sup>230</sup>Th-ratio.,初始<sup>234</sup>U/<sup>230</sup>Th比值估算误差（标准误差）。
ages_corr_t_48_0,Correlation coefficient between the <sup>230</sup>Th-<sup>234</sup>U-<sup>238</sup>U age and the initial <sup>234</sup>U/<sup>230</sup>Th-ratio uncertainties.,<sup>230</sup>Th-<sup>234</sup>U-<sup>238</sup>U年龄和初始<sup>234</sup>U/<sup>230</sup>Th标准误差之间的相关系数。
ArAr_J,Irradiation constant and its analytical uncertainty,辐射常数和它的分析误差
ArAr_3940,Measured <sup>39</sup>Ar/<sup>40</sup>Ar-ratios.,<sup>39</sup>Ar/<sup>40</sup>Ar测量值。
ArAr_err_3940,Analytical uncertainty of the <sup>39</sup>Ar/<sup>40</sup>Ar-ratios,<sup>39</sup>Ar/<sup>40</sup>Ar测量误差
ArAr_3640,Measured <sup>36</sup>Ar/<sup>40</sup>Ar-ratios.,<sup>36</sup>Ar/<sup>40</sup>Ar测量值。
ArAr_err_3640,Analytical uncertainty of the <sup>36</sup>Ar/<sup>40</sup>Ar-ratios,<sup>36</sup>Ar/<sup>40</sup>Ar测量误差
ArAr_3936,Measured <sup>39</sup>Ar/<sup>36</sup>Ar-ratios.,<sup>39</sup>Ar/<sup>36</sup>Ar测量值。
ArAr_err_3936,Analytical uncertainty of the <sup>39</sup>Ar/<sup>36</sup>Ar-ratios,<sup>39</sup>Ar/<sup>36</sup>Ar测量误差
ArAr_4036,Measured <sup>40</sup>Ar/<sup>36</sup>Ar-ratios.,<sup>40</sup>Ar/<sup>36</sup>Ar测量值。
ArAr_err_4036,Analytical uncertainty of the <sup>40</sup>Ar/<sup>36</sup>Ar-ratios,<sup>40</sup>Ar/<sup>36</sup>Ar测量误差
ArAr_rho_0696,Error correlation between the <sup>40</sup>Ar/<sup>36</sup>Ar- and <sup>39</sup>Ar/<sup>36</sup>Ar-ratios.,<sup>40</sup>Ar/<sup>36</sup>Ar和<sup>39</sup>Ar/<sup>36</sup>Ar误差相关性。
ArAr_rho_6090,Error correlation between the <sup>36</sup>Ar/<sup>40</sup>Ar- and <sup>39</sup>Ar/<sup>40</sup>Ar-ratios (optional).,<sup>36</sup>Ar/<sup>40</sup>Ar和<sup>39</sup>Ar/<sup>40</sup>Ar误差相关性（可选择的）。
ArAr_39,"Amount of <sup>39</sup>Ar in each heating step, which will be normalised to form the X-axis of the age spectrum (optional).",各阶段的<sup>39</sup>Ar 数量，标准化为X轴的年龄谱（可选择的）。
ArAr_redundancy,<tt>IsoplotR</tt> uses the redundancy of the three ratios to calculate the correlation between their respective analytical uncertainties.,<tt>IsoplotR</tt>使用三组比值的冗余来计算它们各自分析误差的相关性。
average_intro,"Let t = {t<sub>1</sub>, ..., t<sub>n</sub>} be a set of n age estimates determined on different aliquots of the same sample, and let s[t<sub>1</sub>], ..., s[t<sub>n</sub>]} be their analytical uncertainties (standard errors). <tt>IsoplotR</tt> implements two ways to compute the average of these data:  <ol> <li> A random effects model with two sources of variance: <p></p> t<sub>i</sub> ~ <i>N</i>( &mu;, &sigma;<sup>2</sup> = s[t<sub>i</sub>]<sup>2</sup> + &omega;<sup>2</sup> ) <span class=""alignright"">(eq. 1a)</span> <p></p> where &mu; is the mean, &sigma;<sup>2</sup> is the total variance and &omega; is the 'overdispersion'. Equation 1a can be solved for &mu; and &omega; by the method of maximum likelihood. </li><li> A weighted mean algorithm that assumes that any dispersion between the different aliquots is only due to the analytical uncertainty: <p></p> <span style=""text-decoration: overline"">t</span> = &Sigma;(t<sub>i</sub>/s[t<sub>i</sub>]<sup>2</sup>)/&Sigma;(1/s[t<sub>i</sub>]<sup>2</sup>)<span class=""alignright"">(eq. 1b)</span> <p></p> </li> </ol>  <tt>IsoplotR</tt> uses a modified version of Chauvenet's criterion for outlier detection:  <ol> <li> Compute the error-weighted mean of the n age determinations t<sub>i</sub> using their analytical uncertainties s[t<sub>i</sub>] using one of the aforementioned two approaches. </li><li> For each t<sub>i</sub>, compute the probability p<sub>i</sub> that that |t-&mu;|>|t<sub>i</sub>-&mu;| for <p> t ~ <i>N</i>(0,&Xi;<sup>2</sup>) <span class=""alignright"">(eq. 2)</span></p> where &Xi; = &radic;<span style=""text-decoration: overline;"">s[t<sub>i</sub>]<sup>2</sup>+&omega;<sup>2</sup></span> if the random effects model is used; or &Xi; = s[<span style=""text-decoration: overline"">t</span>]&radic; <span style=""text-decoration: overline;"">MSWD</span> if the ordinary weighted mean is used. </li> <li> Let p<sub>j</sub> &equiv; min(p<sub>1</sub>,&hellip;,p<sub>n</sub>). If p<sub>j</sub><0.05/n, then reject the j<sup>th</sup> date, reduce n by one (i.e., n &rarr; (n-1) and repeat steps 1 through 3 until the surviving dates pass the third step. </li> </ol>  If the analytical uncertainties are small compared to the scatter between the dates, then this generalised algorithm reduces to the conventional Chauvenet criterion. If the analytical uncertainties are large and the data do not exhibit any overdispersion, then the heuristic outlier detection method is equivalent to Ludwig (2003)'s 'modified 2-sigma' method.", 
average_mu,the weighted mean age., 
average_mu_x,the standard error (&sigma;) of &mu;., 
average_mu_y,"the width of the 100(1-&alpha;)% confidence interval for &mu;. This is also shown as a grey band on the plot. The uncertainties associated with the random uncertainties are shown in dark grey, whereas the systematic uncertainties (i.e. J-factor and decay constant) are shown in light grey.", 
average_mu_z,"the approximate 100(1-&alpha;)% confidence interval for t with overdispersion, calculated as z = y&radic;MSWD (not reported for random effects models).", 
average_mswd_x,the Mean Square of the Weighted Deviates (MSWD) for age homogeneity. MSWD values >> 1 indicate that the ages are overdispersed with respect to the stated analytical uncertainties., 
average_mswd_y,the Chi-squared p-value for the age homogeneity test. p-values << 0.05 indicate that the ages are overdispersed with respect to the stated analytical uncertainties., 
average_omega,"the standard deviation of the true ages after removal of the analytical uncertainties. The dispersion is significantly greater than zero if the MSWD is significantly greater than one. The 100(1-&alpha;)% Normal confidence region for the dispersion (e.g., 1.96 &times; &omega; if &alpha; = 0.05) is shown as a set of dashed lines.", 
output,Output:,输出:
CAD_intro,"Empirical cumulative distribution functions or cumulative age distributions CADs (Vermeesch, 2007) are the most straightforward way to visualise the probability distribution of multiple dates. A CAD is a step function that sets out the rank order of the dates against their numerical value:  <p></p> CAD(t) = &sum;<sub>i</sub> 1(t &lt; t<sub>i</sub>)/n <span class=""alignright"">(eq. 1)</span> <p></p>  where 1(*) = 1 if * is true and 1(*) = 0 if * is false. CADs have two desirable properties. First, they do not require any pre-treatment or smoothing of the data. This is not the case for histograms or kernel density estimates. Second, it is easy to superimpose several CADs on the same plot. This facilitates the intercomparison of multiple samples. The interpretation of CADs is straightforward but not very intuitive. The prominence of individual age components is proportional to the steepness of the CAD. This is different from probability density estimates such as histograms, in which such components stand out as peaks. It is arguably easier to identify peaks than inflection points and this probably why CADs are not as widely used as probability density estimates. But the ease of interpretation of density estimates comes at a cost, as they require smoothing and cannot as easily be combined as CADs.", 
concordia_intro,"The concordia diagram is a graphical means of assessing the internal consistency of U-Pb data. It sets out the measured <sup>206</sup>Pb/<sup>238</sup>U- and <sup>207</sup>Pb/<sup>235</sup>-ratios against each other ('Wetherill' diagram) or, equivalently, the <sup>207</sup>Pb/<sup>206</sup>Pb- and <sup>207</sup>Pb/<sup>235</sup>U-ratios ('Tera-Wasserburg' diagram). The space of concordant isotopic compositions is marked by a curve, the 'concordia line'. Isotopic ratio measurements are shown as 100(1-&alpha;)% confidence ellipses, where &alpha; is set in the <tt>Options</tt> menu. Concordant samples plot near to, or overlap with, the concordia line. They represent the pinnacle of geochronological robustness. Samples that plot away from the concordia line but are aligned along a linear trend form an isochron (or 'discordia' line) that can be used to infer the composition of the non-radiogenic ('common') lead or to constrain the timing of prior lead loss.", 
conc_t,the Maximum Likelihood estimate of the age using the algorithm of Ludwig (1998).,使用Ludwig(1998)算法获得年龄的极大似然估算值。
conc_t_x,the analytical uncertainty (&sigma;) of t.,t的分析误差(&sigma;)。
conc_t_y,the studentised 100(1-&alpha;)% confidence interval for t using the appropriate number of degrees of freedom.,合适自由度下t的studentised 100(1-&alpha;)% 置信区间。
conc_t_z,"the approximate 100(1-&alpha;)% confidence interval for t with overdispersion, calculated as z = y&radic;MSWD.",过度离散时t的100(1-&alpha;)% 近似置信区间， z = y&radic;MSWD。
conc_mswd_u,the Mean Square of the Weighted Deviates (MSWD) for concordance.,协和性的MSWD
conc_mswd_v,the MSWD for equivalence.,等价性的MSWD
conc_mswd_w,the MSWD for concordance + equivalence.,协和性+等价性的MSWD
conc_mswd_x,the Chi-squared p-value for concordance.,协和性的卡方检测p值。
conc_mswd_y,the Chi-squared p-value for equivalence.,等价性的卡方检测p值。
conc_mswd_z,the Chi-squared p-value for concordance + equivalence.,协和性+等价性的卡方检测p值。
disc_x,the analytical uncertainty (&sigma;) of t.,t的分析误差 (&sigma;) 。
disc_y,"the <span hidden class=""show4model1 show4model2 hide4model3"">studentised</span> 100(1-&alpha;)% confidence interval for t<span hidden class=""show4model1 show4model2 hide4model3""> using the appropriate number of degrees of freedom</span>.","合适自由度</span>下t<span hidden class=""show4model1 show4model2 hide4model3"">studentised</span> 100(1-&alpha;)% 置信区间。"
disc_t,"the <span hidden class=""show4model1 hide4model2 show4model3"">Maximum Likelihood</span> <span hidden class=""hide4model1 show4model2 hide4model3"">least squares</span> estimate of the age or initial Pb-ratio <span hidden class=""show4model1 hide4model2 show4model3""> using the algorithm of Ludwig (1998)</span>.","使用 Ludwig (1998)</span>算法时年龄和初始Pb比值 <span hidden class=""show4model1 hide4model2 show4model3"">的<span hidden class=""show4model1 hide4model2 show4model3"">极大似然</span> <span hidden class=""hide4model1 show4model2 hide4model3"">最小方差估算。"
disc_z,"the approximate 100(1-&alpha;)% confidence interval for t with overdispersion, calculated as z = y&radic;MSWD. (only reported if MSWD > 1)", 过度离散时t的100(1-&alpha;)% 近似置信区间，z = y&radic;MSWD。（仅当MSWD>1时报道）
disc_u,the Mean Square of the Weighted Deviates (MSWD) for the isochron fit., 等时线拟合的MSWD
disc_v,the Chi-squared p-value for the isochron fit., 等时线拟合的卡方检测p值。
disc_omega,the estimated standard deviation of the assumedly Gaussian geological scatter of the true intercept ages.,真实下交点年龄近似高斯地质散射的估算标准偏差。
detritals_info,"The detrital ages arranged in columns which may have unequal lengths. Sample names may be provided in the first row. If they are omitted, then please untick the ""Sample names on first row?"" box in the Options menu.", 
evolution_info_ThU12,"The Th-U evolution diagram is a scatter plot that sets out the <sup>234</sup>U/<sup>238</sup>U-activity ratios against the <sup>230</sup>Th/<sup>238</sup>U-activity ratios as error ellipses (drawn at 100[1-&alpha;]% confidence level), and displays the initial <sup>234</sup>U/<sup>238</sup>U-activity ratios and ages as a set of intersecting lines. The Th-U evolution diagram has a similar and purpose and appearance as the U-Pb concordia diagram, which also displays compositions and dates simultaneously. An alternative way of doing so is to plot the <sup>234</sup>U/<sup>238</sup>U-ratios against the <sup>230</sup>Th/<sup>234</sup>U-<sup>238</sup>U-ages. In both types of evolution diagrams, <tt>IsoplotR</tt> provides the option to project the raw measurements along the best fitting isochron line and thereby remove the detrital <sup>230</sup>Th-component. This procedure allows a visual assessment of the degree of homogeneity within a dataset, as is quantified by the MSWD.", 
evolution_info_ThU34,"The Th-U evolution diagram has a similar and purpose and appearance as the U-Pb concordia diagram, which also displays compositions and dates simultaneously. For igneous datasets, in which <sup>234</sup>U and <sup>238</sup>U are in secular equilibrium, <tt>IsoplotR</tt> produces an (Osmond-style) isochron plot that is decorated with a fanning set of isochrone lines.", 
evolution_t,the isochron age.,等时线年龄。
evolution_t_x,the estimated uncertainty (&sigma;) of t.,t的估算误差（&sigma;）。
evolution_t_y,the studentised 100(1-&alpha;)% confidence interval for t using the appropriate number of degrees of freedom., 
evolution_t_z,"the approximate 100(1-&alpha;)% confidence interval for t with overdispersion, calculated as z = y&radic;MSWD.", 
evolution_i,"the initial <span hidden class=""show4ThU1 show4ThU2"">(<sup>234</sup>U/<sup>238</sup>U)</span> <span hidden class=""show4ThU3 show4ThU4"">excess (<sup>230</sup>Th/<sup>232</sup>Th)</span>-ratio obtained by linear regression.", 
evolution_i_x,the estimated uncertainty (&sigma;) of i.,i的估算误差（&sigma;）。
evolution_i_y,the 100(1-&alpha;)% confidence interval for i using the appropriate number of degrees of freedom.,合适自由度下i的近似100(1-&alpha;)%置信区间。
evolution_i_z,"the approximate 100(1-&alpha;)% confidence interval for i with overdispersion, calculated as z = y&radic;MSWD (only reported if MSWD > 1).", 
evolution_mswd_x,the Mean Square of the Weighted Deviates (MSWD) for the linear fit. MSWD values >> 1 indicate that the ages are overdispersed with respect to the stated analytical uncertainties., 
evolution_mswd_y,the Chi-squared p-value for the linear fit. p-values << 0.05 indicate that the ages are overdispersed with respect to the stated analytical uncertainties., 
evolution_omega,"the excess ('geological') dispersion of the y-intercept, i.e. the standard deviation of the assumedly Gaussian distribution that describes the true non-radiogenic component.", 
FT_tstand,Standard age and its standard error.,标准年龄和它的标准误差。
FT_zeta,Zeta calibration constant and its analytical uncertainty,Zeta校正常数和它的分析误差。
FT_rho,Induced track density in a co-irradiated dosimeter glass and its analytical uncertainty, 
FT_spot_size,"The diameter of the LA-ICP-MS laser spot, in &mu;m",LA-ICP-MS激光束斑直径（&mu;m）
FT_Ns,Number of spontaneous tracks,自发裂变径迹数量
FT_Ni,Number of induced tracks,诱发裂变径迹数量
FT_A,"Counting area, in &mu;m<sup>2</sup>",计数面积（&mu;m<sup>2</sup>）
FT_U,"Uranium concentration (in ppm, for both the &zeta;-calibration and absolute methods), or U/Ca-ratios (for the &zeta;-calibration method only) measured by LA-ICP-MS", 
FT_err_U_a,Analytical uncertainty,测量误差
FT_err_U_b,"of U1, U2, ... . These should <i>exclude</i> any external sources of uncertainty for the calculation of radial plots or weighted means.", 
FT_C,Optional variable to be used as fill colours in radial plots.,星状图充填颜色的可选择变量。
helioplot_intro,"The space of all possible U-Th-He compositions fits within the constraints of a ternary diagram or 'helioplot' (Vermeesch, 2008, 2010). If Sm is included as well, then this expands to a three-dimensional tetrahaedral space (Vermeesch, 2008). Conventional statistical analysis of data that fit within these constrained spaces is fraught with theoretical and practical problems that can be solved by applying a simple logratio transformation (Aitchison, 1982, 1986)  <p></p> u &equiv; ln[U/He], &nbsp; v &equiv; ln[Th/He] &nbsp; (, w &equiv; ln[Sm/He]) <span class=""alignright"">(eq. 1)</span> <p></p>  and then performing the desired statistical analysis (averaging, uncertainty propagation, ...) on the transformed data (Vermeesch, 2008, 2010). Upon completion of these mathematical operations, the results can then be mapped back to U-Th-(Sm)/He space using an inverse logratio transformation:  <p></p> [He] = 1/[e<sup>u</sup>+e<sup>v</sup>+(e<sup>w</sup>)+1]; &nbsp; [U] = e<sup>u</sup>/[e<sup>u</sup>+e<sup>v</sup>+(e<sup>w</sup>)+1]; &nbsp;<br> [Th] = e<sup>v</sup>/[e<sup>u</sup>+e<sup>v</sup>+(e<sup>w</sup>)+1]; &nbsp; ([Sm] = e<sup>w</sup>/[e<sup>u</sup>+e<sup>v</sup>+(e<sup>w</sup>)+1]; &nbsp;) <span class=""alignright"">(eq. 2)</span> <p></p>  where [He] + [U] + [Th] (+ [Sm]) = 1. In the context of U-Th-(Sm)/He dating, the <i>central</i> age is defined as the age that corresponds to the arithmetic mean composition in logratio space, which is equivalent to the geometric mean in compositional dataspace (Vermeesch, 2008). The <tt>helioplot</tt> function visualises U-Th-(Sm)-He data on either a ternary diagram or a bivariate ln[Th/U] vs. ln[U/He] contour plot. These diagrams provide a convenient way to simultaneously display the isotopic composition of samples as well as their chronological meaning. In this respect, they fulfil the same purpose as the U-Pb concordia diagram and the U-series evolution plot.", 
helioplot_t,"the central age, which is defined as the U-Th-He age corresponding to the weighted mean composition in log(U/He)-log(Th/He) space.", 
helioplot_t_x,"the estimated standard deviation of t, estimated by the method of maximum likelihood.", 
helioplot_t_y,"the<span hidden class=""show4model1 show4model2 hide4model3""> studentised</span> 100(1-&alpha;)% confidence interval for t<span hidden class=""show4model1 show4model2 hide4model3""> using the appropriate number of degrees of freedom</span>.", 
helioplot_t_z,"the approximate 100(1-&alpha;)% confidence interval for t with overdispersion, calculated as z = y&radic;MSWD.", 
helioplot_mswd_x,the Mean Square of the Weighted Deviates (MSWD) of compositional equivalence for the U-Th-He measurements. MSWD values >> 1 indicate that the ages are overdispersed with respect to the stated analytical uncertainties., 
helioplot_mswd_y,the Chi-squared p-value of equivalence for the geometric mean composition. p-values << 0.05 indicate that the ages are overdispersed with respect to the stated analytical uncertainties., 
helioplot_omega,"the estimated standard deviation of the 'geological scatter' of the U/He, Th/He (and Sm/He) ratios required to explain the overdispersion of the U-Th-(Sm)-He compositions with respect to the stated analytical uncertainties.", 
isochron_intro,"Isochrons are an important instrument of high precision, high accuracy geochronology. Given several aliquots from a single sample, they allow the non-radiogenic component of the daughter nuclide to be quantified and separated from the radiogenic component. In its simplest form, the isochron is obtrained by setting out the radiogenic daughter isotope against the radioactive parent isotope, both normalised to a non-radiogenic isotope of the daughter element, and fitting a straight line through these points by least squares regression Nicolaysen (1961). The slope and intercept then yield the radiogenic daughter-parent ratio and the non-radiogenic daughter composition, respectively. <tt>IsoplotR</tt> offers three ways to fit an isochron:  <ol> <li>Model-1: maximum Likelihood regression, using the <span class=""hide4ThU1 hide4ThU2""> modified error weighted least squares algorithm of York et al. (2004) </span> <span hidden class=""show4ThU1 show4ThU2""> Maximum Likelihood formulation of Ludwig and Titterington (1994) </span>.  This algorithm takes into account the analytical uncertainties and error correlations, under the assumption that the scatter between the data points is solely caused by the analytical uncertainty. If the assumption is correct, then the MSWD value should be approximately equal to one. If MSWD > 1, then model-1 regression assumes that the analytical uncertainties have been underestimated by a factor &radic;MSWD. </li> <li>Model-2: ordinary least squares regression, ignoring the analytical uncertainties. </li> <li>Model-3: maximum likelihood regression with overdispersion. Instead of attributing any overdispersion (MSWD > 1) to underestimated analytical uncertainties, one can also attribute it to the presence of geological uncertainty, which manifests itself as an added (co)variance term. </li> </ol>", 
isochron_t,the isochron age., 
isochron_t_x,the estimated uncertainty (&sigma;) of t., 
isochron_t_y,"the <span hidden class=""show4model1 show4model2 hide4model3"">studentised </span>100(1-&alpha;)% confidence interval for t<span hidden class=""show4model1 show4model2 hide4model3""> using the appropriate number of degrees of freedom</span>.", 
isochron_t_z,"the approximate 100(1-&alpha;)% confidence interval for t with overdispersion, calculated as z = y&radic;MSWD.", 
isochron_i,"the initial  <span hidden class=""show4PbPb"">(<sup>207</sup>Pb/<sup>204</sup>Pb)</span> <span hidden class=""show4ArAr"">(<sup>40</sup>Ar/<sup>36</sup>Ar)</span> <span hidden class=""show4ThU1 show4ThU2"">(<sup>234</sup>U/<sup>238</sup>U)</span> <span hidden class=""show4ThU3 show4ThU4"">excess (<sup>230</sup>Th/<sup>232</sup>Th)</span> <span class=""hide3PbPb hide4ArAr hide4ThU"">isotope</span>-ratio obtained by linear regression.", 
isochron_i_x,the estimated uncertainty (&sigma;) of u.,u的估算误差（&sigma;）。
isochron_i_y,"the<span hidden class=""show4model1 show4model2 hide4model3""> studentised</span> 100(1-&alpha;)% confidence interval for u<span hidden class=""show4model1 show4model2 hide4model3""> using the appropriate number of degrees of freedom</span>.", 
isochron_i_z,"the approximate 100(1-&alpha;)% confidence interval for u with overdispersion, calculated as z = y&radic;MSWD (only reported if MSWD > 1).", 
isochron_mswd_x,the Mean Square of the Weighted Deviates (MSWD) for the linear fit. MSWD values >> 1 indicate that the ages are overdispersed with respect to the stated analytical uncertainties., 
isochron_mswd_y,the Chi-squared p-value for the linear fit. p-values << 0.05 indicate that the ages are overdispersed with respect to the stated analytical uncertainties., 
isochron_omega_a,"the excess ('geological') dispersion of the y-intercept, i.e. the standard deviation of the assumedly Gaussian distribution that describes the true non-radiogenic component.", 
isochron_omega_b,"the excess ('geological') dispersion of the concordia intercept age, i.e. the standard deviation of the assumedly Gaussian distribution that describes the variability of the true ages.", 
KCa_K40Ca44,Measured <sup>40</sup>K/<sup>44</sup>Ca-ratios.,<sup>40</sup>K/<sup>44</sup>Ca测量值。
KCa_err_K40Ca44,Analytical uncertainty of the <sup>40</sup>K/<sup>44</sup>Ca-ratios,<sup>40</sup>K/<sup>44</sup>Ca测量误差
KCa_Ca40Ca44,Measured <sup>40</sup>Ca/<sup>44</sup>Ca-ratios.,<sup>40</sup>Ca/<sup>44</sup>Ca测量值。
KCa_err_Ca40Ca44,Analytical uncertainty of the <sup>40</sup>Ca/<sup>44</sup>Ca-ratios,<sup>40</sup>Ca/<sup>44</sup>Ca测量误差
KCa_rho,Error correlations between the <sup>40</sup>K/<sup>44</sup>Ca and <sup>40</sup>Ca/<sup>44</sup>Ca-ratios.,<sup>40</sup>K/<sup>44</sup>Ca和<sup>40</sup>Ca/<sup>44</sup>Ca误差相关性。
KCa_K40K44,Measured <sup>40</sup>K/<sup>40</sup>Ca-ratios.,<sup>40</sup>K/<sup>40</sup>Ca测量值。
KCa_err_K40Ca40,Analytical uncertainty of the <sup>40</sup>K/<sup>40</sup>Ca-ratios,<sup>40</sup>K/<sup>40</sup>Ca测量误差
KCa_redundancy,<p></p><tt>IsoplotR</tt> uses the redundancy of the three ratios to calculate the correlation between their respective analytical uncertainties.,<p></p><tt>IsoplotR</tt>使用三组比值的冗余来计算各自测量误差的相关性。
KDE_intro,"Histograms smooth data by binning. <tt>IsoplotR</tt> uses Sturges' Rule (log<sub>2</sub>[n]+1, where n is the number of data points) as the default number of histogram bins, but this can be changed to any other natural number by the user. Alternatively, kernel density estimates KDEs (Vermeesch, 2012) smooth data by applying a (Gaussian) kernel:  <p></p> KDE(t) = &sum;<sub>i</sub><i>N</i> (t | &mu;=t<sub>i</sub>, &sigma;=h[t]) <span class=""alignright"">(eq. 1)</span> <p></p>  where <i>N</i>(&mu;,&sigma;) is the probability of observing a value t under a Normal distribution with mean &mu; and standard deviation &sigma;. h[t] is the smoothing parameter or 'bandwidth' of the kernel density estimate which may or may not depend on the age t. If h[t] depends on t, then KDE(t) is known as an 'adaptive' KDE. The default bandwidth used by <tt>IsoplotR</tt> is calculated using the algorithm of Botev et al. (2010) and modulated by the adaptive smoothing approach of Abramson (1982). The rationale behind adaptive kernel density estimation is to use a narrower bandwidth near the peaks of the sampling distribution (where the ordered dates are closely spaced in time), and a wider bandwidth in the distribution's sparsely sampled troughs. Thus, the resolution of the density estimate is optimised according to data availability. Kernel density estimates are not to be confused with <tt>Isoplot</tt>'s 'probability density plots' (PDPs). The mathematical definition of a PDP closely resembles that of the KDE, the only difference being the substitution of the bandwidth h[t] by the analytical uncertainty s[t<sub>i</sub>] in Equation 1. This similarity in appearance and definition is the source of much confusion. PDPs do not stand up to further statistical scrutiny (see counter-examples provided by Vermeesch, 2012), and are not implemented in <tt>IsoplotR</tt>.", 
